dataset,phase_source,condition,regime,active_or_passive,target_type,source_file,row_id,SMI,observed_Gamma_h_to_d,Gamma_divider,residual,absolute_residual,relative_error,absolute_relative_error,log10_absolute_relative_error,exploratory_only,source_caveat,A_h_mV,Gamma_h_to_s,R_neck_Mohm,R_in_d_Mohm,A_d_mV,A_s_mV,neck_length_um,neck_radius_um,path_length_um,branch_order,membrane_area_um2,Zin_Mohm,Ztransfer_Mohm,transfer_gain,synaptic_conductance_scale,dynamic_SMI_abs,phase2_row_id,head_radius_um,SMI_class,log10_SMI,log10_R_neck_Mohm,log10_R_in_d_Mohm,log10_Zin_Mohm,log10_Ztransfer_Mohm,log10_transfer_gain,log10_dynamic_SMI_abs,source_head_radius_note
phase05_1_global_uncertainty_N384,phase05_1,row_162,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,162,0.0439876196796849,0.9197741232298392,0.9578657650239366,-0.0380916417940974,0.0380916417940974,-0.0397672024463109,0.0397672024463109,-1.4004749598026598,False,Deterministic uncertainty-design rows; not biological samples.,11.449639439771136,0.0814113032527496,14.609182415999948,332.1203220902404,,,0.923670103455372,0.1386089984852341,,,,165.2324839079722,12.11188541002138,0.0733020839701666,0.8069690819232722,0.0884159220419192,1442,0.2686373857774432,low,-1.356669538544793,1.1646259118853504,2.5212954504301432,2.218095431574865,1.0832117533357521,-1.1348836782391127,-1.053469519689515,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_163,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,163,0.0602194102922784,0.8911228034394506,0.9432009924477074,-0.0520781890082567,0.0520781890082567,-0.0552143068394238,0.0552143068394238,-1.2579483755976777,False,Deterministic uncertainty-design rows; not biological samples.,21.254211978238583,0.1041467478075977,21.74191680067603,361.0449968731074,,,1.0737601077154042,0.1521688407700116,,,,164.93799165997194,14.769762053691064,0.0895473620422133,1.5776776397038663,0.1318187312811355,1443,0.28601193617217174,low,-1.2202635016971122,1.3372978295046518,2.5575613312017635,2.2173207021447663,1.169373498724179,-1.0479472034205872,-0.880022872640115,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_164,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,164,0.1185652451490643,0.7888417087274561,0.8940023877344196,-0.1051606790069635,0.1051606790069635,-0.1176290806934662,0.1176290806934662,-0.929485297108456,False,Deterministic uncertainty-design rows; not biological samples.,10.001832689079516,0.0831366583337589,44.16318370894082,372.48001008573226,,,1.2087701208463022,0.1046217049834358,,,,165.13063436791705,13.701835634632287,0.0829757342547603,0.6050079787171599,0.2674439172234004,1444,0.28000711718050103,low,-0.9260425964016201,1.6450603739916538,2.5711029703932735,2.217827649294188,1.136778753476726,-1.0810488958174627,-0.5727672753025345,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_165,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,165,0.0623703028595386,0.8959766554759355,0.9412913720463956,-0.0453147165704601,0.0453147165704601,-0.0481410091669539,0.0481410091669539,-1.3174848099678098,False,Deterministic uncertainty-design rows; not biological samples.,15.772587159187497,0.0923930973315533,19.708800992608264,315.9965574801452,,,0.7545890762596165,0.1159649007669086,,,,165.0906263486496,14.928059015514885,0.0904234198251134,1.1540498468382625,0.1193817082684384,1445,0.4373614883880296,low,-1.2050221470839162,1.2946602042828406,2.4996823513667565,2.2177224152335646,1.1740033433143888,-1.043719071919176,-0.923062210950724,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_166,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,166,0.0630781227377972,0.8724299638694687,0.9406646403602502,-0.0682346764907815,0.0682346764907815,-0.0725387917894409,0.0725387917894409,-1.1394296823308343,False,Deterministic uncertainty-design rows; not biological samples.,18.373252746048696,0.0901488912334259,24.503492331932254,388.4626122084866,,,0.6569276269423668,0.1070717375289289,,,,164.31934296005304,13.21664021480795,0.0804326500868555,1.3875421544439488,0.1491211679071111,1446,0.4295103280489213,low,-1.2001212401488963,1.389227986095105,2.5893492262440008,2.215688689706259,1.1211210677353898,-1.0945676219708693,-0.8264607036111542,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_167,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,167,0.1548704559535126,0.7861781368774043,0.8658979843538862,-0.0797198474764818,0.0797198474764818,-0.092066096603709,0.092066096603709,-1.03590026957151,False,Deterministic uncertainty-design rows; not biological samples.,13.313303064313269,0.0638221493386837,44.83538455293889,289.5025024424097,,,1.2577559976223558,0.1200109490670232,,,,165.85004161499526,11.936871325754945,0.0719738820051985,0.834913491940595,0.27033689058107,1447,0.4466278325002252,low,-0.810031423042135,1.651620899053212,2.461652322095347,2.219715584828432,1.0768905123869703,-1.1428250724414621,-0.5680946857752198,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_168,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,168,0.1353574146329368,0.7855192485274018,0.880779908698004,-0.0952606601706022,0.0952606601706022,-0.1081548968475216,0.1081548968475216,-0.965953812556718,False,Deterministic uncertainty-design rows; not biological samples.,16.658518071932875,0.0810276154386172,45.74566988642294,337.9620540956428,,,1.034874439183938,0.1039672528055454,,,,165.54886830624744,14.228969364941324,0.0859502665920933,1.069134692883907,0.276327288458405,1448,0.2825536257479735,low,-0.8685179493802008,1.660349991660776,2.5288679410409767,2.218926216256726,1.1531734443338462,-1.06575277192288,-0.55857622459595,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_169,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,169,0.1187460142172572,0.821405371523964,0.8938579331606923,-0.0724525616367283,0.0724525616367283,-0.0810560145509199,0.0810560145509199,-1.091214753926364,False,Deterministic uncertainty-design rows; not biological samples.,14.966228310197495,0.0878115012860338,36.60932708410437,308.29941809351243,,,0.8908558883165731,0.1151871885479288,,,,166.4070314129503,16.55465177068661,0.0994828862105299,0.9961028942176576,0.2199986789816342,1449,0.35872298434964656,low,-0.9253809588189025,1.56359174618975,2.4889727050086523,2.2211716731525857,1.2189200497416754,-1.0022516234109102,-0.6575799269628357,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_170,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,170,0.0312250747590609,0.940940605577827,0.9697204077719342,-0.0287798021941072,0.0287798021941072,-0.0296784536691692,0.0296784536691692,-1.5275587307663885,False,Deterministic uncertainty-design rows; not biological samples.,20.3059522692114,0.0947078790103938,10.608240777229298,339.7346798713741,,,0.5041124596005419,0.1148620162709437,,,,165.27413123980844,14.157879613538729,0.0856630103412615,1.7381053426438449,0.0641857300816001,1450,0.2733213006195156,low,-1.5054965131649156,1.0256433684358244,2.531139881600739,2.218204882978675,1.150998215140867,-1.0672066678378083,-1.1925615145428508,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_171,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,171,0.0623471409044491,0.9080538849346792,0.9413118946680944,-0.033258009733415,0.033258009733415,-0.0353315515524658,0.0353315515524658,-1.451837290505184,False,Deterministic uncertainty-design rows; not biological samples.,9.62987364679535,0.0723630243607823,16.747251737251663,268.6129868074922,,,0.9389397200677856,0.1205925012249591,,,,165.22281078764203,11.6504419557273,0.0705135198958781,0.6752399567231961,0.1013616198478587,1451,0.3212985341408128,low,-1.2051834574683744,1.2239435484908543,2.4291270059592285,2.2180700061521175,1.0663424004944837,-1.151727605657634,-0.9941264576612634,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_172,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,172,0.0342631400978158,0.9300515489848652,0.9668719315525688,-0.0368203825677034,0.0368203825677034,-0.0380819644940758,0.0380819644940758,-1.419280656219004,False,Deterministic uncertainty-design rows; not biological samples.,7.846378913594861,0.0833245777188073,12.501834798053345,364.8770883918572,,,0.9429844946957052,0.1482534006809071,,,,164.69921970380744,12.182551900163537,0.0739684858378348,0.5488029846672735,0.0759070675655686,1452,0.3601377904011088,low,-1.4651728379653215,1.096973755743567,2.5621465937088876,2.2166915416158175,1.085738270240619,-1.1309532713751989,-1.1197177858722507,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_173,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,173,0.2298827839836745,0.7362593669975434,0.8130856151680825,-0.0768262481705391,0.0768262481705391,-0.0944872799830034,0.0944872799830034,-1.0246266529194656,False,Deterministic uncertainty-design rows; not biological samples.,19.251305435564344,0.0565198133483983,60.52590518539044,263.29029141081213,,,1.1823081740072183,0.0924009137221838,,,,166.3141124541494,11.950605884858565,0.0718556333465278,1.2019109076976344,0.3639252513948666,1453,0.3654485276611004,low,-0.6384935520054257,1.781941293183255,2.4204348451886806,2.220929102502272,1.077389924177909,-1.1435391783243631,-0.43898780931901676,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_174,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,174,0.1344326453896621,0.8030434611802054,0.8814979047579451,-0.0784544435777396,0.0784544435777396,-0.0890012819704691,0.0890012819704691,-1.0506037377518176,False,Deterministic uncertainty-design rows; not biological samples.,14.498512513702156,0.0789366536532204,40.37767167460552,300.35614904079364,,,1.3431568053635576,0.0987683958891305,,,,164.9086565796213,14.380561775516645,0.0872031952341653,0.9745199612451568,0.2448487090494874,1454,0.2985475330510731,low,-0.8714952551586449,1.6061412723088466,2.4776365274674914,2.2172434537408545,1.15777585205809,-1.0594676016827649,-0.6111021814320079,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_175,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,175,0.0511238310897027,0.906680589828626,0.951362694311,-0.044682104482374,0.044682104482374,-0.0469664248446634,0.0469664248446634,-1.3282124977117675,False,Deterministic uncertainty-design rows; not biological samples.,8.096407899529673,0.080391912682575,17.121840576622073,334.9091844580231,,,0.7110592339039608,0.13450864497451,,,,165.6961224956048,12.323547198998376,0.07437438494872,0.5353398542014526,0.1033327776096645,1455,0.4135211914980379,low,-1.2913766087077403,1.2335504489687197,2.5249270576764595,2.2193123454835137,1.0907357327649068,-1.128576612718607,-0.9857618965147945,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_176,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,176,0.1784072941382426,0.777011034218144,0.8486030296776887,-0.0715919954595447,0.0715919954595447,-0.0843645296514395,0.0843645296514395,-1.073840110418881,False,Deterministic uncertainty-design rows; not biological samples.,20.92414671401652,0.0728951589824504,49.30458752245404,276.3597069313172,,,1.1581833059486435,0.1043220916790373,,,,165.710535961158,13.429386381205765,0.0810412343627538,1.3658391071323148,0.297534415880538,1456,0.2967715359210708,low,-0.7485873935740736,1.6928873298856792,2.441474723459753,2.219350121963853,1.1280561692327862,-1.0912939527310677,-0.5264627920781741,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_177,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,177,0.0272532427864952,0.9401711578177636,0.9734697914288702,-0.0332986336111066,0.0332986336111066,-0.0342061293573686,0.0342061293573686,-1.465896066237051,False,Deterministic uncertainty-design rows; not biological samples.,7.7637647652364015,0.1128035173345683,10.700454152353776,392.6304930456256,,,0.4626102607105316,0.1208368316992557,,,,165.5326334225976,17.302092237804626,0.104523753897113,0.5330414833815187,0.0646425658258935,1457,0.3912949190316287,low,-1.5645818148372006,1.0294022105520837,2.5939840253892834,2.218883624204,1.2380986229202717,-0.9807850012837286,-1.1894814136519167,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_178,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,178,0.0776216968709262,0.8872072011743589,0.9279694376084714,-0.0407622364341124,0.0407622364341124,-0.0439262703943821,0.0439262703943821,-1.357275669393471,False,Deterministic uncertainty-design rows; not biological samples.,11.512835903736086,0.0869045583064057,21.210870003463107,273.2595505961917,,,0.8101792681093998,0.1399550282444396,,,,164.84808138020904,14.241673669320903,0.086392717161649,0.8094888082928149,0.1286691954548255,1458,0.4834179406877242,low,-1.1100168674756143,1.3265584822814982,2.4365753497571125,2.217083896879008,1.1535610302164716,-1.0635228666625365,-0.89052541459751,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_179,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,179,0.0371202529632378,0.9178018495903462,0.9642083424201016,-0.0464064928297555,0.0464064928297555,-0.0481291135827327,0.0481291135827327,-1.3175921368614505,False,Deterministic uncertainty-design rows; not biological samples.,12.134473929443008,0.0843616782904786,15.087547235985747,406.45055007916375,,,0.707986887653156,0.1302232343281459,,,,165.3856156736465,12.693102406376994,0.0767485270993829,0.856793912536829,0.0912264780375932,1459,0.3701229749542313,low,-1.4303890728582411,1.178618642793614,2.6090077156518543,2.218497734326446,1.1035677838991436,-1.1149299504273025,-1.039879091532832,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_180,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,180,0.0641765140387176,0.8539007283344833,0.9396937320152297,-0.0857930036807463,0.0857930036807463,-0.0912988995858875,0.0912988995858875,-1.0395344569307272,False,Deterministic uncertainty-design rows; not biological samples.,9.342460783320682,0.0805659635895607,28.049824398271543,437.0730448423717,,,1.327867062046585,0.1222417195246716,,,,163.07272223721708,12.286007667808898,0.0753406670303621,0.6309758439405921,0.1720080710829631,1460,0.3238691087989054,low,-1.1926238767522865,1.4479301467650716,2.6405540235173577,2.2123813211101084,1.089410782030757,-1.1229705390793514,-0.7644511743450371,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_181,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,181,0.0515055300276272,0.8846862477103544,0.951017347453918,-0.0663310997435634,0.0663310997435634,-0.069747518193171,0.069747518193171,-1.1564712411609868,False,Deterministic uncertainty-design rows; not biological samples.,8.39393303901672,0.0960958906716925,21.71641735319827,421.6327322823341,,,0.5128285930549182,0.107635267386101,,,,164.79923675209832,13.770281929305574,0.0835579229655033,0.555748222986204,0.1317749874404182,1461,0.41002839359602905,low,-1.288146139278259,1.336788179476979,2.6249343187552374,2.216955195982944,1.1389428319844679,-1.0780123639984762,-0.8801670165059652,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_182,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,182,0.0391523449897891,0.9074166225499376,0.9623228055264854,-0.0549061829765478,0.0549061829765478,-0.057055888794518,0.057055888794518,-1.2436995249709168,False,Deterministic uncertainty-design rows; not biological samples.,10.866766436429836,0.0854117901700856,16.868378062789454,430.8395338054132,,,0.9338606662690142,0.122561908956219,,,,164.28574346976015,12.146275422962644,0.0739338372668861,0.7902107853646348,0.1026770656206964,1462,0.4283148630228608,low,-1.407242221201787,1.2270733260838322,2.634315547285619,2.2155998774882963,1.0844431247460946,-1.1311567527422017,-0.9885265514044639,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_183,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,183,0.0745073260946964,0.9070850178762956,0.9306590804127006,-0.023574062536405,0.023574062536405,-0.0253305029011817,0.0253305029011817,-1.5963561878233457,False,Deterministic uncertainty-design rows; not biological samples.,21.89943794851272,0.0867395720766176,18.39545529241836,246.89458415187667,,,1.3030764561462125,0.1360665425350087,,,,169.27206385693822,16.736389286169032,0.0988727194837887,1.5910129883826944,0.1086738997166445,1463,0.25420640609515505,low,-1.1278010222037542,1.2647105412042743,2.392511563408028,2.2285852893914,1.2236617689360367,-1.0049235204553637,-0.9638747481871262,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_184,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,184,0.0492388379647843,0.900241303278711,0.9530718496273992,-0.0528305463486882,0.0528305463486882,-0.0554318610599423,0.0554318610599423,-1.2562405402331691,False,Deterministic uncertainty-design rows; not biological samples.,12.619739895358862,0.0886139249310431,18.41043697786906,373.9007202208188,,,1.2280395821250183,0.1388210833842861,,,,164.0151059287631,13.813549026271982,0.0842211999196686,0.92650531676166,0.1122484229340759,1464,0.27680061502025155,low,-1.3076922049575563,1.2650640967508924,2.5727563017084485,2.214883848775664,1.1403052734018067,-1.074578575373857,-0.9498197520247714,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_185,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,185,0.1212920675651777,0.8349302988360899,0.8918283014089661,-0.0568980025728761,0.0568980025728761,-0.063799278945269,0.063799278945269,-1.195184229615207,False,Deterministic uncertainty-design rows; not biological samples.,19.896782827290448,0.0886580565509858,34.4644162235604,284.1440245467045,,,0.7399921060637964,0.1061630543538043,,,,165.74370088745653,16.004956148017023,0.0965644912133627,1.3951584485117878,0.2079380153756942,1465,0.4748855826312619,low,-0.9161676008260891,1.5373709265837645,2.4535385274098536,2.219437031967896,1.2042544885582318,-1.0151825434096644,-0.6820661053841316,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_186,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,186,0.1218187774501382,0.7518009141419139,0.891409575326392,-0.1396086611844781,0.1396086611844781,-0.1566156176114218,0.1566156176114218,-0.8051649325445548,False,Deterministic uncertainty-design rows; not biological samples.,15.703695689837325,0.0883230583095698,54.649774863313446,448.6153613360815,,,0.9950252159774114,0.100507550335896,,,,164.42302917861784,14.828854405617632,0.0901872108773071,0.9819810812226974,0.3323729962665125,1466,0.3450458431003228,low,-0.9142857633087649,1.7375883771581453,2.65187414046691,2.2159626449848093,1.1711076011607975,-1.044855043824012,-0.47837426782666426,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_187,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,187,0.1470497362727578,0.8043349896523366,0.8718017784036256,-0.0674667887512889,0.0674667887512889,-0.0773877622443358,0.0773877622443358,-1.1113277112804438,False,Deterministic uncertainty-design rows; not biological samples.,17.450286281942542,0.0802219246538784,41.21447123740717,280.27572358892075,,,1.297815358352898,0.1290981656309678,,,,168.08323001854757,15.949467756276675,0.0948902978275506,1.1191386792918985,0.2452027559968906,1467,0.40154945598074576,low,-0.8325357500442884,1.615049732418242,2.4475854824625305,2.2255243852198445,1.2027461949562819,-1.022778190263563,-0.6104746528016028,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_188,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,188,0.0463330196385128,0.916815502008324,0.955718668178397,-0.038903166170073,0.038903166170073,-0.0407056673322313,0.0407056673322313,-1.3903451210016098,False,Deterministic uncertainty-design rows; not biological samples.,9.982965792622805,0.0803053125363444,15.182599642855129,327.6842252309208,,,0.589252649282432,0.1227096227583673,,,,166.21061912755263,12.783225215507215,0.0769097984389142,0.6794845996923702,0.0913455453240551,1468,0.2914961662733796,low,-1.3341093948193246,1.1813461400630114,2.515455534882335,2.2206587672289086,1.1066404404096257,-1.114018326819283,-1.0393126271658975,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_189,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,189,0.1285395978576747,0.811590905657259,0.8861009413389804,-0.0745100356817214,0.0745100356817214,-0.0840875257046109,0.0840875257046109,-1.0752684265501824,False,Deterministic uncertainty-design rows; not biological samples.,9.982280103921486,0.0831759965584683,38.48954981173441,299.4372975583129,,,1.3341566273132033,0.1335445018793389,,,,165.863990293925,15.785129145257937,0.0951691148710781,0.6136477828137182,0.2320548887285762,1469,0.4976475022061696,low,-0.8909630631347056,1.585342831452529,2.4763058945872345,2.2197521092664108,1.1982481394017204,-1.0215039698646904,-0.6344092778138817,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_190,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,190,0.1363349551425788,0.7820467351477107,0.8800222112981885,-0.0979754761504777,0.0979754761504777,-0.1113329582965259,0.1113329582965259,-0.953376250872382,False,Deterministic uncertainty-design rows; not biological samples.,23.059898431387406,0.0783973635302778,46.49312211498995,341.0212888277078,,,0.856311283286923,0.095797434167723,,,,165.16354780413695,13.160426059839407,0.0796811780493235,1.698947949778793,0.2814974777008598,1470,0.4475018197390057,low,-0.8653927804143992,1.6673887109880898,2.532781491402489,2.217914203187957,1.119269949493893,-1.0986442536940646,-0.5505254921998674,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_191,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,191,0.11440341527974,0.8396702784024658,0.8973411121043431,-0.0576708337018773,0.0576708337018773,-0.064268574039402,0.064268574039402,-1.19200133590241,False,Deterministic uncertainty-design rows; not biological samples.,8.552326375458753,0.0639162525779362,31.704389190283585,277.1279958099134,,,1.0043921982134631,0.1020105708497197,,,,166.33450077514618,11.884187346634157,0.0714475186521851,0.526804573879498,0.1906062124366015,1471,0.43418818598515174,low,-0.9415610103768625,1.5011193905826037,2.442680400959466,2.220982339070609,1.074969489561119,-1.1460128495094901,-0.7198629484880058,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_192,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,192,0.1766450286774454,0.7240697303087182,0.8498739854652722,-0.1258042551565539,0.1258042551565539,-0.148026951416428,0.148026951416428,-0.8296592049711747,False,Deterministic uncertainty-design rows; not biological samples.,18.157086714601625,0.070856768932379,63.24303909385175,358.02331697278515,,,0.8728326217760023,0.0817156129584165,,,,164.98577896293546,13.302951493919066,0.0806308978721591,1.1292225086657397,0.3833241840077591,1472,0.38732828772411654,low,-0.752898580410475,1.8010127314369084,2.5539113118473833,2.2174465115830375,1.1239480075321244,-1.0934985040509133,-0.4164337801461295,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_193,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,193,0.1593201185378005,0.7741807255113999,0.8625745245077399,-0.0883937989963399,0.0883937989963399,-0.1024767095304433,0.1024767095304433,-0.9893748279912566,False,Deterministic uncertainty-design rows; not biological samples.,21.82522254933988,0.0724637286260787,48.62249579799567,305.1874191674005,,,1.3122543320978508,0.1123597694122628,,,,164.11712356761012,12.65152749003264,0.0770884062248427,1.5823994807022663,0.2962670484409569,1473,0.2658396538259858,low,-0.7977293791375935,1.6868372474624453,2.4845666266000386,2.215153896610365,1.1021429634915916,-1.1130109331187739,-0.5283166491479198,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_194,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,194,0.0748724086978248,0.8944999417843358,0.9303429801602868,-0.0358430383759509,0.0358430383759509,-0.0385266929942069,0.0385266929942069,-1.4142382678104033,False,Deterministic uncertainty-design rows; not biological samples.,17.26515082800502,0.08946005308897,19.884058875455423,265.5725816930089,,,1.1536260139046774,0.1379384448142344,,,,168.29828419012412,16.3807983418648,0.0973319390669464,1.244674060947278,0.1181477218923556,1474,0.38131169974260304,low,-1.1256781950895773,1.2985050403876794,2.424183235477257,2.2260796883432654,1.2143350639089894,-1.0117446244342765,-0.9275746479555862,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_195,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,195,0.0473145903624937,0.9322577893392848,0.9548229435568952,-0.0225651542176102,0.0225651542176102,-0.023632815245883,0.023632815245883,-1.6264845401989552,False,Deterministic uncertainty-design rows; not biological samples.,8.879914326620428,0.0734818941941274,12.013191525366572,253.9003599804896,,,0.7421027270546783,0.1355805988117382,,,,164.291901698741,11.902330803076662,0.0724462415980901,0.6543754605256584,0.0731210205807644,1475,0.42289093352410345,low,-1.3250049155660644,1.079658401051768,2.4046633166178317,2.2156161566533843,1.0756320165013105,-1.139984140152074,-1.1359577556016167,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_196,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,196,0.0934136475535208,0.8794725761665476,0.9145669639641586,-0.0350943877976109,0.0350943877976109,-0.0383726825704435,0.0383726825704435,-1.4159778389351858,False,Deterministic uncertainty-design rows; not biological samples.,16.223998146178488,0.0800548164454939,22.92799823372308,245.44591539032453,,,0.6641511767577405,0.1236168364449934,,,,165.57412906323762,14.217809594934677,0.0858697531756575,1.214868536452289,0.1384757290492296,1476,0.37453926635352713,low,-1.029589669549364,1.3603661395970432,2.3899558091464073,2.2189924792917792,1.1528326938545974,-1.066159785437182,-0.8586263396947362,head size recovered from source row
phase05_1_global_uncertainty_N384,phase05_1,row_197,progressive_uncertainty_N384,active_uncertainty_design,active_Gamma_h_to_d_peak,results\phase05_1\global_uncertainty_samples_N384.csv,197,0.0443802901436327,0.9189964083986668,0.9575056226525214,-0.0385092142538545,0.0385092142538545,-0.0402182643556439,0.0402182643556439,-1.395576675584903,False,Deterministic uncertainty-design rows; not biological samples.,9.288698586757592,0.103766009357994,14.947175400412052,336.7976043427584,,,0.5749178965186068,0.1203148422434591,,,,167.9083629208812,17.242302338115863,0.1026887645032932,0.5955339920983197,0.0890198388001388,1477,0.348109023923229,low,-1.3528098628212988,1.174559130860171,2.527368993681469,2.2250723273467563,1.2365952560350486,-0.9884770713117079,-1.0505131964865853,head size recovered from source row
